date,state_normalized,district_cleaned,demo_age_5_17,demo_age_17_
14-09-2025,KARNATAKA,Chamrajanagar,2,13
14-09-2025,KARNATAKA,Chickmagalur,0,21
14-09-2025,KARNATAKA,Chikkaballapur,1,23
14-09-2025,KARNATAKA,Chikkamagaluru,0,4
14-09-2025,KARNATAKA,Chitradurga,3,27
14-09-2025,KARNATAKA,Dakshina Kannada,24,138
14-09-2025,KARNATAKA,Davanagere,0,1
14-09-2025,KARNATAKA,Davangere,8,29
14-09-2025,KARNATAKA,Dharwad,31,76
14-09-2025,KARNATAKA,Gadag,7,10
14-09-2025,KARNATAKA,Gadag *,0,2
14-09-2025,KARNATAKA,Gulbarga,9,46
14-09-2025,KARNATAKA,Hasan,0,3
14-09-2025,KARNATAKA,Hassan,5,15
14-09-2025,KARNATAKA,Haveri,7,22
14-09-2025,KARNATAKA,Kalaburagi,14,31
14-09-2025,KARNATAKA,Kodagu,0,6
14-09-2025,KARNATAKA,Kolar,2,42
14-09-2025,KARNATAKA,Koppal,0,26
14-09-2025,KARNATAKA,Mandya,3,18
14-09-2025,KARNATAKA,Mysore,9,14
14-09-2025,KARNATAKA,Mysuru,4,36
14-09-2025,KARNATAKA,Raichur,17,61
14-09-2025,KARNATAKA,Ramanagar,1,18
14-09-2025,KARNATAKA,Shimoga,4,15
14-09-2025,KARNATAKA,Shivamogga,10,19
14-09-2025,KARNATAKA,Tumakuru,5,18
14-09-2025,KARNATAKA,Tumkur,5,19
14-09-2025,KARNATAKA,Udupi,0,15
14-09-2025,KARNATAKA,Uttara Kannada,13,24
14-09-2025,KARNATAKA,Vijayanagara,2,20
14-09-2025,KARNATAKA,Vijayapura,5,20
14-09-2025,KARNATAKA,Yadgir,2,45
14-09-2025,KERALA,Alappuzha,0,9
14-09-2025,KERALA,Ernakulam,1,32
14-09-2025,KERALA,Idukki,0,1
14-09-2025,KERALA,Kannur,1,6
14-09-2025,KERALA,Kasaragod,0,3
14-09-2025,KERALA,Kollam,0,8
14-09-2025,KERALA,Kottayam,0,15
14-09-2025,KERALA,Kozhikode,0,8
14-09-2025,KERALA,Malappuram,0,16
14-09-2025,KERALA,Palakkad,1,8
14-09-2025,KERALA,Pathanamthitta,0,7
14-09-2025,KERALA,Thiruvananthapuram,5,13
14-09-2025,KERALA,Thrissur,0,13
14-09-2025,LADAKH,Kargil,0,3
14-09-2025,LAKSHADWEEP,Lakshadweep,0,1
14-09-2025,MADHYA PRADESH,Agar Malwa,1,10
14-09-2025,MADHYA PRADESH,Alirajpur,0,22
14-09-2025,MADHYA PRADESH,Anuppur,3,21
14-09-2025,MADHYA PRADESH,Ashok Nagar,1,23
14-09-2025,MADHYA PRADESH,Balaghat,2,14
14-09-2025,MADHYA PRADESH,Barwani,2,0
14-09-2025,MADHYA PRADESH,Betul,3,48
14-09-2025,MADHYA PRADESH,Bhind,18,86
14-09-2025,MADHYA PRADESH,Bhopal,13,65
14-09-2025,MADHYA PRADESH,Burhanpur,0,5
14-09-2025,MADHYA PRADESH,Chhatarpur,2,77
14-09-2025,MADHYA PRADESH,Chhindwara,7,23
14-09-2025,MADHYA PRADESH,Damoh,3,22
14-09-2025,MADHYA PRADESH,Datia,3,20
14-09-2025,MADHYA PRADESH,Dewas,6,35
14-09-2025,MADHYA PRADESH,Dhar,2,12
14-09-2025,MADHYA PRADESH,Dindori,0,6
14-09-2025,MADHYA PRADESH,East Nimar,2,21
14-09-2025,MADHYA PRADESH,Guna,3,55
14-09-2025,MADHYA PRADESH,Gwalior,4,81
14-09-2025,MADHYA PRADESH,Harda,0,2
14-09-2025,MADHYA PRADESH,Harda *,0,1
14-09-2025,MADHYA PRADESH,Hoshangabad,4,17
14-09-2025,MADHYA PRADESH,Indore,30,136
14-09-2025,MADHYA PRADESH,Jabalpur,4,39
14-09-2025,MADHYA PRADESH,Jhabua,2,38
14-09-2025,MADHYA PRADESH,Katni,1,39
14-09-2025,MADHYA PRADESH,Khandwa,0,4
14-09-2025,MADHYA PRADESH,Khargone,3,19
14-09-2025,MADHYA PRADESH,Maihar,0,6
14-09-2025,MADHYA PRADESH,Mandla,0,9
14-09-2025,MADHYA PRADESH,Mandsaur,5,25
14-09-2025,MADHYA PRADESH,Mauganj,0,3
14-09-2025,MADHYA PRADESH,Morena,10,77
14-09-2025,MADHYA PRADESH,Narmadapuram,0,10
14-09-2025,MADHYA PRADESH,Narsimhapur,0,7
14-09-2025,MADHYA PRADESH,Narsinghpur,3,14
14-09-2025,MADHYA PRADESH,Neemuch,4,21
14-09-2025,MADHYA PRADESH,Niwari,0,1
14-09-2025,MADHYA PRADESH,Panna,0,58
14-09-2025,MADHYA PRADESH,Raisen,9,24
14-09-2025,MADHYA PRADESH,Rajgarh,1,32
14-09-2025,MADHYA PRADESH,Ratlam,2,24
14-09-2025,MADHYA PRADESH,Rewa,8,109
14-09-2025,MADHYA PRADESH,Sagar,9,68
14-09-2025,MADHYA PRADESH,Satna,2,60
14-09-2025,MADHYA PRADESH,Sehore,1,20
14-09-2025,MADHYA PRADESH,Seoni,4,20
14-09-2025,MADHYA PRADESH,Shahdol,2,39
14-09-2025,MADHYA PRADESH,Shajapur,5,12
14-09-2025,MADHYA PRADESH,Sheopur,0,49
14-09-2025,MADHYA PRADESH,Shivpuri,0,59
14-09-2025,MADHYA PRADESH,Sidhi,2,47
14-09-2025,MADHYA PRADESH,Singrauli,4,64
14-09-2025,MADHYA PRADESH,Tikamgarh,2,40
14-09-2025,MADHYA PRADESH,Ujjain,2,44
14-09-2025,MADHYA PRADESH,Umaria,2,15
14-09-2025,MADHYA PRADESH,Vidisha,4,26
14-09-2025,MAHARASHTRA,Ahmadnagar,57,107
14-09-2025,MAHARASHTRA,Ahmed Nagar,0,3
14-09-2025,MAHARASHTRA,Akola,4,21
14-09-2025,MAHARASHTRA,Amravati,6,24
14-09-2025,MAHARASHTRA,Aurangabad,35,114
14-09-2025,MAHARASHTRA,Beed,2,36
14-09-2025,MAHARASHTRA,Bhandara,0,11
14-09-2025,MAHARASHTRA,Buldana,0,11
14-09-2025,MAHARASHTRA,Buldhana,3,37
14-09-2025,MAHARASHTRA,Chandrapur,2,8
14-09-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,6,33
14-09-2025,MAHARASHTRA,Dharashiv,0,10
14-09-2025,MAHARASHTRA,Dhule,2,28
14-09-2025,MAHARASHTRA,Gadchiroli,1,2
14-09-2025,MAHARASHTRA,Gondiya,0,12
14-09-2025,MAHARASHTRA,Hingoli,0,14
14-09-2025,MAHARASHTRA,Jalgaon,6,79
14-09-2025,MAHARASHTRA,Jalna,2,29
14-09-2025,MAHARASHTRA,Kolhapur,30,84
14-09-2025,MAHARASHTRA,Latur,3,42
14-09-2025,MAHARASHTRA,Mumbai,16,227
14-09-2025,MAHARASHTRA,Mumbai City,9,113
14-09-2025,MAHARASHTRA,Mumbai Suburban,59,398
14-09-2025,MAHARASHTRA,Mumbai( Sub Urban ),0,4
14-09-2025,MAHARASHTRA,Nagpur,34,140
14-09-2025,MAHARASHTRA,Nanded,1,42
14-09-2025,MAHARASHTRA,Nandurbar,0,18
14-09-2025,MAHARASHTRA,Nashik,56,163
14-09-2025,MAHARASHTRA,Osmanabad,5,19
14-09-2025,MAHARASHTRA,Palghar,21,170
14-09-2025,MAHARASHTRA,Parbhani,2,21
14-09-2025,MAHARASHTRA,Pune,42,336
14-09-2025,MAHARASHTRA,Raigad,13,64
14-09-2025,MAHARASHTRA,Raigarh,2,17
14-09-2025,MAHARASHTRA,Ratnagiri,4,15
14-09-2025,MAHARASHTRA,Sangli,3,7
14-09-2025,MAHARASHTRA,Satara,6,28
14-09-2025,MAHARASHTRA,Sindhudurg,1,14
14-09-2025,MAHARASHTRA,Solapur,8,44
14-09-2025,MAHARASHTRA,Thane,38,340
14-09-2025,MAHARASHTRA,Wardha,0,5
14-09-2025,MAHARASHTRA,Washim,0,23
14-09-2025,MAHARASHTRA,Yavatmal,3,39
14-09-2025,MANIPUR,Bishnupur,3,7
14-09-2025,MANIPUR,Chandel,0,3
14-09-2025,MANIPUR,Imphal East,14,31
14-09-2025,MANIPUR,Imphal West,5,8
14-09-2025,MANIPUR,Jiribam,0,7
14-09-2025,MANIPUR,Kakching,3,17
14-09-2025,MANIPUR,Senapati,0,1
14-09-2025,MANIPUR,Tamenglong,1,0
14-09-2025,MANIPUR,Thoubal,4,59
14-09-2025,MANIPUR,Ukhrul,1,2
14-09-2025,MEGHALAYA,East Garo Hills,0,2
14-09-2025,MEGHALAYA,East Khasi Hills,0,4
14-09-2025,MEGHALAYA,North Garo Hills,1,2
14-09-2025,MEGHALAYA,Ri Bhoi,0,4
14-09-2025,MEGHALAYA,South Garo Hills,0,3
14-09-2025,MEGHALAYA,West Garo Hills,2,3
14-09-2025,MIZORAM,Aizawl,0,2
14-09-2025,MIZORAM,Champhai,0,1
14-09-2025,MIZORAM,Lawngtlai,0,4
14-09-2025,NAGALAND,Dimapur,0,2
14-09-2025,NAGALAND,Kiphire,0,1
14-09-2025,NAGALAND,Kohima,0,1
14-09-2025,NAGALAND,Longleng,2,0
14-09-2025,NAGALAND,Mon,0,1
14-09-2025,NAGALAND,Shamator,2,12
14-09-2025,NAGALAND,Tuensang,0,1
14-09-2025,NAGALAND,Zunheboto,0,1
14-09-2025,ODISHA,Angul,4,40
14-09-2025,ODISHA,Anugul,0,5
14-09-2025,ODISHA,Balangir,0,15
14-09-2025,ODISHA,Baleshwar,0,17
14-09-2025,ODISHA,Baleswar,6,27
14-09-2025,ODISHA,Bargarh,2,11
14-09-2025,ODISHA,Bhadrak,6,15
14-09-2025,ODISHA,Boudh,1,10
14-09-2025,ODISHA,Cuttack,7,43
14-09-2025,ODISHA,Debagarh,0,1
14-09-2025,ODISHA,Dhenkanal,1,8
14-09-2025,ODISHA,Gajapati,0,3
14-09-2025,ODISHA,Ganjam,9,67
14-09-2025,ODISHA,JAJPUR,0,10
14-09-2025,ODISHA,Jagatsinghapur,1,10
14-09-2025,ODISHA,Jagatsinghpur,0,11
14-09-2025,ODISHA,Jajapur,1,20
14-09-2025,ODISHA,Jharsuguda,1,16
14-09-2025,ODISHA,Kalahandi,2,91
14-09-2025,ODISHA,Kandhamal,2,7
14-09-2025,ODISHA,Kendrapara,3,25
14-09-2025,ODISHA,Kendujhar,5,66
14-09-2025,ODISHA,Khorda,11,74
14-09-2025,ODISHA,Khordha,1,8
14-09-2025,ODISHA,Koraput,0,15
14-09-2025,ODISHA,Malkangiri,0,31
14-09-2025,ODISHA,Mayurbhanj,6,49
14-09-2025,ODISHA,Nabarangapur,0,17
14-09-2025,ODISHA,Nayagarh,0,12
14-09-2025,ODISHA,Nuapada,1,6
14-09-2025,ODISHA,Puri,1,17
14-09-2025,ODISHA,Rayagada,3,32
14-09-2025,ODISHA,Sambalpur,1,13
14-09-2025,ODISHA,Sonapur,0,3
14-09-2025,ODISHA,Subarnapur,0,4
14-09-2025,ODISHA,Sundargarh,1,10
14-09-2025,ODISHA,Sundergarh,2,31
14-09-2025,Orissa,Anugul,0,1
14-09-2025,Orissa,Balangir,0,3
14-09-2025,Orissa,Bhadrak,1,3
14-09-2025,Orissa,Cuttack,1,2
14-09-2025,Orissa,Dhenkanal,0,2
14-09-2025,Orissa,Ganjam,0,6
14-09-2025,Orissa,Jajapur,0,1
14-09-2025,Orissa,Kandhamal,0,1
14-09-2025,Orissa,Khordha,0,4
14-09-2025,Orissa,Puri,0,1
14-09-2025,Orissa,Rayagada,0,1
14-09-2025,PUDUCHERRY,Karaikal,0,2
14-09-2025,PUDUCHERRY,Puducherry,0,6
14-09-2025,PUNJAB,Amritsar,5,57
14-09-2025,PUNJAB,Barnala,0,8
14-09-2025,PUNJAB,Bathinda,0,12
14-09-2025,PUNJAB,Faridkot,0,7
14-09-2025,PUNJAB,Fazilka,0,7
14-09-2025,PUNJAB,Ferozepur,0,8
14-09-2025,PUNJAB,Firozpur,0,1
14-09-2025,PUNJAB,Gurdaspur,0,20
14-09-2025,PUNJAB,Hoshiarpur,3,12
14-09-2025,PUNJAB,Jalandhar,3,29
14-09-2025,PUNJAB,Kapurthala,0,3
14-09-2025,PUNJAB,Ludhiana,14,82
14-09-2025,PUNJAB,Malerkotla,0,10
14-09-2025,PUNJAB,Mansa,1,14
14-09-2025,PUNJAB,Moga,0,4
14-09-2025,PUNJAB,Muktsar,0,3
14-09-2025,PUNJAB,Pathankot,0,5
14-09-2025,PUNJAB,Patiala,3,29
14-09-2025,PUNJAB,Rupnagar,1,5
14-09-2025,PUNJAB,SAS Nagar (Mohali),4,33
14-09-2025,PUNJAB,Sangrur,3,12
14-09-2025,PUNJAB,Shaheed Bhagat Singh Nagar,0,1
14-09-2025,PUNJAB,Sri Muktsar Sahib,0,8
14-09-2025,PUNJAB,Tarn Taran,0,4
14-09-2025,Pondicherry,Pondicherry,0,3
14-09-2025,RAJASTHAN,Ajmer,12,76
14-09-2025,RAJASTHAN,Alwar,10,55
14-09-2025,RAJASTHAN,Banswara,0,66
14-09-2025,RAJASTHAN,Baran,6,82
14-09-2025,RAJASTHAN,Barmer,24,110
14-09-2025,RAJASTHAN,Bharatpur,6,45
14-09-2025,RAJASTHAN,Bhilwara,10,110
14-09-2025,RAJASTHAN,Bikaner,8,65
14-09-2025,RAJASTHAN,Bundi,20,52
14-09-2025,RAJASTHAN,Chittaurgarh,1,3
14-09-2025,RAJASTHAN,Chittorgarh,5,64
14-09-2025,RAJASTHAN,Churu,6,43
14-09-2025,RAJASTHAN,Dausa,4,41
14-09-2025,RAJASTHAN,Deeg ,0,2
14-09-2025,RAJASTHAN,Dhaulpur,0,2
14-09-2025,RAJASTHAN,Dholpur,5,63
14-09-2025,RAJASTHAN,Dungarpur,3,29
14-09-2025,RAJASTHAN,Ganganagar,2,14
14-09-2025,RAJASTHAN,Hanumangarh,0,18
14-09-2025,RAJASTHAN,Jaipur,43,295
14-09-2025,RAJASTHAN,Jaisalmer,2,22
14-09-2025,RAJASTHAN,Jalor,4,55
14-09-2025,RAJASTHAN,Jhalawar,5,58
14-09-2025,RAJASTHAN,Jhunjhunu,0,1
14-09-2025,RAJASTHAN,Jhunjhunun,3,28
14-09-2025,RAJASTHAN,Jodhpur,22,149
14-09-2025,RAJASTHAN,Karauli,17,67
14-09-2025,RAJASTHAN,Kota,26,145
14-09-2025,RAJASTHAN,Nagaur,13,97
14-09-2025,RAJASTHAN,Pali,9,32
14-09-2025,RAJASTHAN,Pratapgarh,6,76
14-09-2025,RAJASTHAN,Rajsamand,8,35
14-09-2025,RAJASTHAN,Sawai Madhopur,14,46
14-09-2025,RAJASTHAN,Sikar,5,51
14-09-2025,RAJASTHAN,Sirohi,4,21
14-09-2025,RAJASTHAN,Tonk,8,75
14-09-2025,RAJASTHAN,Udaipur,13,169
14-09-2025,SIKKIM,East Sikkim,0,4
14-09-2025,SIKKIM,South,0,2
14-09-2025,SIKKIM,South Sikkim,0,1
14-09-2025,SIKKIM,West Sikkim,0,1
14-09-2025,TAMIL NADU,Ariyalur,1,17
14-09-2025,TAMIL NADU,Chengalpattu,1,71
14-09-2025,TAMIL NADU,Chennai,44,241
14-09-2025,TAMIL NADU,Coimbatore,8,97
14-09-2025,TAMIL NADU,Cuddalore,15,60
14-09-2025,TAMIL NADU,Dharmapuri,2,34
14-09-2025,TAMIL NADU,Dindigul,7,28
14-09-2025,TAMIL NADU,Erode,6,31
14-09-2025,TAMIL NADU,Kallakurichi,3,16
14-09-2025,TAMIL NADU,Kancheepuram,29,107
14-09-2025,TAMIL NADU,Kanniyakumari,2,7
14-09-2025,TAMIL NADU,Kanyakumari,4,6
14-09-2025,TAMIL NADU,Karur,11,28
14-09-2025,TAMIL NADU,Krishnagiri,6,46
14-09-2025,TAMIL NADU,Madurai,42,89
14-09-2025,TAMIL NADU,Mayiladuthurai,3,4
14-09-2025,TAMIL NADU,Nagapattinam,7,29
14-09-2025,TAMIL NADU,Namakkal,2,39
14-09-2025,TAMIL NADU,Perambalur,3,17
14-09-2025,TAMIL NADU,Pudukkottai,5,13
14-09-2025,TAMIL NADU,Ramanathapuram,2,27
14-09-2025,TAMIL NADU,Ranipet,0,2
14-09-2025,TAMIL NADU,Salem,13,56
14-09-2025,TAMIL NADU,Sivaganga,3,11
14-09-2025,TAMIL NADU,Tenkasi,0,2
14-09-2025,TAMIL NADU,Thanjavur,18,61
14-09-2025,TAMIL NADU,The Nilgiris,0,4
14-09-2025,TAMIL NADU,Theni,2,16
14-09-2025,TAMIL NADU,Thiruvallur,0,2
14-09-2025,TAMIL NADU,Thiruvarur,4,18
14-09-2025,TAMIL NADU,Thoothukkudi,5,19
14-09-2025,TAMIL NADU,Tiruchirappalli,11,49
14-09-2025,TAMIL NADU,Tirunelveli,6,26
14-09-2025,TAMIL NADU,Tirupattur,0,10
14-09-2025,TAMIL NADU,Tiruppur,7,76
14-09-2025,TAMIL NADU,Tiruvallur,48,183
14-09-2025,TAMIL NADU,Tiruvannamalai,15,53
14-09-2025,TAMIL NADU,Vellore,7,77
14-09-2025,TAMIL NADU,Villupuram,4,18
14-09-2025,TAMIL NADU,Viluppuram,0,23
14-09-2025,TAMIL NADU,Virudhunagar,15,43
14-09-2025,TELANGANA,Adilabad,1,27
14-09-2025,TELANGANA,Bhadradri Kothagudem,0,33
14-09-2025,TELANGANA,Hanumakonda,9,34
14-09-2025,TELANGANA,Hyderabad,45,190
14-09-2025,TELANGANA,Jagitial,1,8
14-09-2025,TELANGANA,Jangaon,0,1
14-09-2025,TELANGANA,Jangoan,0,28
14-09-2025,TELANGANA,Jayashankar Bhupalpally,0,14
14-09-2025,TELANGANA,Jogulamba Gadwal,5,7
14-09-2025,TELANGANA,K.v. Rangareddy,40,234
14-09-2025,TELANGANA,Kamareddy,1,20
14-09-2025,TELANGANA,Karimnagar,1,81
14-09-2025,TELANGANA,Khammam,5,46
14-09-2025,TELANGANA,Komaram Bheem,8,54
14-09-2025,TELANGANA,Mahabubabad,1,48
14-09-2025,TELANGANA,Mahabubnagar,6,54
14-09-2025,TELANGANA,Mancherial,4,48
14-09-2025,TELANGANA,Medak,0,30
14-09-2025,TELANGANA,Medchal-malkajgiri,21,135
14-09-2025,TELANGANA,Medchal−malkajgiri,0,2
14-09-2025,TELANGANA,Mulugu,4,10
14-09-2025,TELANGANA,Nagarkurnool,2,23
14-09-2025,TELANGANA,Nalgonda,3,70
14-09-2025,TELANGANA,Narayanpet,1,50
14-09-2025,TELANGANA,Nirmal,15,79
14-09-2025,TELANGANA,Nizamabad,2,27
14-09-2025,TELANGANA,Peddapalli,0,11
14-09-2025,TELANGANA,Rajanna Sircilla,0,1
14-09-2025,TELANGANA,Rangareddy,2,6
14-09-2025,TELANGANA,Sangareddy,2,53
14-09-2025,TELANGANA,Siddipet,6,123
14-09-2025,TELANGANA,Suryapet,0,66
14-09-2025,TELANGANA,Vikarabad,19,123
14-09-2025,TELANGANA,Wanaparthy,13,135
14-09-2025,TELANGANA,Warangal,5,18
14-09-2025,TELANGANA,Warangal Rural,1,20
14-09-2025,TELANGANA,Warangal Urban,1,11
14-09-2025,TELANGANA,Yadadri.,1,59
14-09-2025,TRIPURA,Dhalai,0,4
14-09-2025,TRIPURA,Gomati,3,15
14-09-2025,TRIPURA,Khowai,0,4
14-09-2025,TRIPURA,North Tripura,1,14
14-09-2025,TRIPURA,Sepahijala,0,18
14-09-2025,TRIPURA,South Tripura,0,21
14-09-2025,TRIPURA,Unakoti,0,1
14-09-2025,TRIPURA,West Tripura,0,21
14-09-2025,UTTAR PRADESH,Agra,90,534
14-09-2025,UTTAR PRADESH,Aligarh,53,464
14-09-2025,UTTAR PRADESH,Allahabad,109,639
14-09-2025,UTTAR PRADESH,Ambedkar Nagar,28,154
14-09-2025,UTTAR PRADESH,Amethi,22,115
14-09-2025,UTTAR PRADESH,Amroha,55,360
14-09-2025,UTTAR PRADESH,Auraiya,55,231
14-09-2025,UTTAR PRADESH,Ayodhya,8,55
14-09-2025,UTTAR PRADESH,Azamgarh,81,335
14-09-2025,UTTAR PRADESH,Baghpat,18,77
14-09-2025,UTTAR PRADESH,Bahraich,51,355
14-09-2025,UTTAR PRADESH,Ballia,36,192
14-09-2025,UTTAR PRADESH,Balrampur,23,229
14-09-2025,UTTAR PRADESH,Banda,34,191
14-09-2025,UTTAR PRADESH,Bara Banki,41,345
14-09-2025,UTTAR PRADESH,Barabanki,0,24
14-09-2025,UTTAR PRADESH,Bareilly,142,813
14-09-2025,UTTAR PRADESH,Basti,77,292
14-09-2025,UTTAR PRADESH,Bhadohi,5,28
14-09-2025,UTTAR PRADESH,Bijnor,99,647
14-09-2025,UTTAR PRADESH,Budaun,51,394
14-09-2025,UTTAR PRADESH,Bulandshahar,1,8
14-09-2025,UTTAR PRADESH,Bulandshahr,108,535
14-09-2025,UTTAR PRADESH,Chandauli,38,188
14-09-2025,UTTAR PRADESH,Chitrakoot,13,53
14-09-2025,UTTAR PRADESH,Deoria,71,298
14-09-2025,UTTAR PRADESH,Etah,47,174
14-09-2025,UTTAR PRADESH,Etawah,30,170
14-09-2025,UTTAR PRADESH,Faizabad,48,244
14-09-2025,UTTAR PRADESH,Farrukhabad,46,217
14-09-2025,UTTAR PRADESH,Fatehpur,77,308
14-09-2025,UTTAR PRADESH,Firozabad,85,540
14-09-2025,UTTAR PRADESH,Gautam Buddha Nagar,44,303
14-09-2025,UTTAR PRADESH,Ghaziabad,57,536
14-09-2025,UTTAR PRADESH,Ghazipur,83,228
14-09-2025,UTTAR PRADESH,Gonda,85,419
14-09-2025,UTTAR PRADESH,Gorakhpur,128,488
14-09-2025,UTTAR PRADESH,Hamirpur,27,183
14-09-2025,UTTAR PRADESH,Hapur,9,109
14-09-2025,UTTAR PRADESH,Hardoi,100,717
14-09-2025,UTTAR PRADESH,Hathras,48,189
14-09-2025,UTTAR PRADESH,Jalaun,19,124
14-09-2025,UTTAR PRADESH,Jaunpur,99,357
14-09-2025,UTTAR PRADESH,Jhansi,16,185
14-09-2025,UTTAR PRADESH,Jyotiba Phule Nagar,0,3
14-09-2025,UTTAR PRADESH,Kannauj,32,157
14-09-2025,UTTAR PRADESH,Kanpur Dehat,46,319
14-09-2025,UTTAR PRADESH,Kanpur Nagar,86,554
14-09-2025,UTTAR PRADESH,Kasganj,21,120
14-09-2025,UTTAR PRADESH,Kaushambi,35,99
14-09-2025,UTTAR PRADESH,Kheri,73,527
14-09-2025,UTTAR PRADESH,Kushinagar,91,420
14-09-2025,UTTAR PRADESH,Kushinagar *,0,1
14-09-2025,UTTAR PRADESH,Lalitpur,7,75
14-09-2025,UTTAR PRADESH,Lucknow,52,437
14-09-2025,UTTAR PRADESH,Maharajganj,55,245
14-09-2025,UTTAR PRADESH,Mahoba,15,94
14-09-2025,UTTAR PRADESH,Mahrajganj,1,0
14-09-2025,UTTAR PRADESH,Mainpuri,43,197
14-09-2025,UTTAR PRADESH,Mathura,48,362
14-09-2025,UTTAR PRADESH,Mau,97,306
14-09-2025,UTTAR PRADESH,Meerut,55,588
14-09-2025,UTTAR PRADESH,Mirzapur,55,225
14-09-2025,UTTAR PRADESH,Moradabad,35,237
14-09-2025,UTTAR PRADESH,Muzaffarnagar,42,262
14-09-2025,UTTAR PRADESH,Pilibhit,35,238
14-09-2025,UTTAR PRADESH,Pratapgarh,51,308
14-09-2025,UTTAR PRADESH,Prayagraj,20,72
14-09-2025,UTTAR PRADESH,Rae Bareli,48,232
14-09-2025,UTTAR PRADESH,Rampur,45,262
14-09-2025,UTTAR PRADESH,Saharanpur,74,484
14-09-2025,UTTAR PRADESH,Sambhal,76,445
14-09-2025,UTTAR PRADESH,Sant Kabir Nagar,42,187
14-09-2025,UTTAR PRADESH,Sant Ravidas Nagar,31,118
14-09-2025,UTTAR PRADESH,Sant Ravidas Nagar Bhadohi,1,0
14-09-2025,UTTAR PRADESH,Shahjahanpur,87,612
14-09-2025,UTTAR PRADESH,Shamli,29,208
14-09-2025,UTTAR PRADESH,Shrawasti,27,217
14-09-2025,UTTAR PRADESH,Siddharthnagar,81,424
14-09-2025,UTTAR PRADESH,Sitapur,56,502
14-09-2025,UTTAR PRADESH,Sonbhadra,22,141
14-09-2025,UTTAR PRADESH,Sultanpur,17,125
14-09-2025,UTTAR PRADESH,Unnao,49,301
14-09-2025,UTTAR PRADESH,Varanasi,46,226
14-09-2025,UTTARAKHAND,Almora,1,24
14-09-2025,UTTARAKHAND,Bageshwar,2,11
14-09-2025,UTTARAKHAND,Chamoli,0,8
14-09-2025,UTTARAKHAND,Champawat,0,7
14-09-2025,UTTARAKHAND,Dehradun,23,127
14-09-2025,UTTARAKHAND,Hardwar,0,3
14-09-2025,UTTARAKHAND,Haridwar,23,165
14-09-2025,UTTARAKHAND,Nainital,10,50
14-09-2025,UTTARAKHAND,Pauri Garhwal,7,50
14-09-2025,UTTARAKHAND,Pithoragarh,0,5
14-09-2025,UTTARAKHAND,Rudraprayag,1,1
14-09-2025,UTTARAKHAND,Tehri Garhwal,9,63
14-09-2025,UTTARAKHAND,Udham Singh Nagar,7,110
14-09-2025,UTTARAKHAND,Uttarkashi,3,5
14-09-2025,WEST BENGAL,Alipurduar,1,20
14-09-2025,WEST BENGAL,Bankura,8,256
14-09-2025,WEST BENGAL,Barddhaman,24,320
14-09-2025,WEST BENGAL,Bardhaman,0,36
14-09-2025,WEST BENGAL,Birbhum,20,361
14-09-2025,WEST BENGAL,Cooch Behar,8,131
14-09-2025,WEST BENGAL,Dakshin Dinajpur,13,179
14-09-2025,WEST BENGAL,Darjeeling,1,47
14-09-2025,WEST BENGAL,Darjiling,0,12
14-09-2025,WEST BENGAL,East Midnapore,8,76
14-09-2025,WEST BENGAL,Haora,1,120
14-09-2025,WEST BENGAL,Hooghly,20,457
14-09-2025,WEST BENGAL,Howrah,21,345
14-09-2025,WEST BENGAL,Hugli,0,4
14-09-2025,WEST BENGAL,Jalpaiguri,24,337
14-09-2025,WEST BENGAL,Jhargram,0,32
14-09-2025,WEST BENGAL,Koch Bihar,1,83
14-09-2025,WEST BENGAL,Kolkata,4,148
14-09-2025,WEST BENGAL,Malda,71,721
14-09-2025,WEST BENGAL,Maldah,1,77
14-09-2025,WEST BENGAL,Medinipur,0,2
14-09-2025,WEST BENGAL,Murshidabad,80,928
14-09-2025,WEST BENGAL,Nadia,31,574
14-09-2025,WEST BENGAL,North 24 Parganas,56,802
14-09-2025,WEST BENGAL,North Dinajpur,0,29
14-09-2025,WEST BENGAL,North Twenty Four Parganas,0,71
14-09-2025,WEST BENGAL,Paschim Bardhaman,5,46
14-09-2025,WEST BENGAL,Paschim Medinipur,68,607
14-09-2025,WEST BENGAL,Purba Bardhaman,4,46
14-09-2025,WEST BENGAL,Purba Medinipur,36,245
14-09-2025,WEST BENGAL,Purulia,0,20
14-09-2025,WEST BENGAL,Puruliya,30,323
14-09-2025,WEST BENGAL,South 24 Parganas,25,608
14-09-2025,WEST BENGAL,South Dinajpur,0,16
14-09-2025,WEST BENGAL,South Twenty Four Parganas,4,89
14-09-2025,WEST BENGAL,Uttar Dinajpur,45,1001
14-09-2025,WEST BENGAL,West Midnapore,3,71
14-11-2025,ANDAMAN AND NICOBAR ISLANDS,Andamans,0,15
14-11-2025,ANDAMAN AND NICOBAR ISLANDS,Nicobar,0,3
14-11-2025,ANDAMAN AND NICOBAR ISLANDS,Nicobars,0,2
14-11-2025,ANDAMAN AND NICOBAR ISLANDS,North And Middle Andaman,2,16
14-11-2025,ANDAMAN AND NICOBAR ISLANDS,South Andaman,0,28
14-11-2025,ANDHRA PRADESH,Adilabad,19,280
14-11-2025,ANDHRA PRADESH,Alluri Sitharama Raju,8,103
14-11-2025,ANDHRA PRADESH,Anakapalli,19,110
