state_normalized,district_cleaned,enrol_child,enrol_youth,enrol_adult,demo_child,demo_youth,demo_adult,bio_child,bio_youth,bio_adult,total_enrolment,total_updates,update_intensity,youth_pressure,adult_pressure,biometric_ratio,upi,pressure_level
JHARKHAND,Gumla,4083,2524,94,0,3800,42953,0,33578,54300,6701,134631,20.08818263,0.277630875,0.722361697,0.652727435,0.350183017,MODERATE
JHARKHAND,Hazaribag,358,208,0,0,391,9335,0,1605,6129,566,17460,30.79365079,0.114311895,0.885630834,0.442929958,0.264151865,MODERATE
JHARKHAND,Hazaribagh,4125,2048,31,0,5791,60854,0,38357,36575,6204,141577,22.81659952,0.311828109,0.688164828,0.529263021,0.336344341,MODERATE
JHARKHAND,Jamtara,3160,1274,16,0,1682,31321,0,17787,21854,4450,72644,16.32082678,0.268001927,0.731984307,0.545681052,0.319921616,MODERATE
JHARKHAND,Khunti,1426,1173,45,0,1410,20011,0,15296,27659,2644,64376,24.33875236,0.259502617,0.740481849,0.667241406,0.351990002,MODERATE
JHARKHAND,Kodarma,184,126,0,0,221,2782,0,1247,3651,310,7901,25.40514469,0.185775753,0.814097697,0.619843078,0.319796405,MODERATE
JHARKHAND,Koderma,2096,1114,12,0,1672,22513,0,17953,20190,3222,62328,19.3385045,0.314861461,0.685122495,0.611962329,0.352000897,MODERATE
JHARKHAND,Latehar,1675,923,11,0,3017,35628,0,22149,21314,2609,82108,31.45900383,0.306495025,0.693492796,0.52933296,0.343307598,MODERATE
JHARKHAND,Lohardaga,1984,919,56,0,1511,15908,0,13862,25334,2959,56615,19.12668919,0.271531016,0.728451321,0.692313127,0.356038725,MODERATE
JHARKHAND,Pakaur,197,100,0,0,227,3451,0,1049,1435,297,6162,20.67785235,0.207042025,0.792795716,0.403050462,0.274016665,MODERATE
JHARKHAND,Pakur,3971,2908,45,0,2790,42671,0,21113,16174,6924,82748,11.94916968,0.288861497,0.711126418,0.450603633,0.301129374,MODERATE
JHARKHAND,Palamau,220,66,0,0,140,3546,0,496,2138,286,6320,22.02090592,0.100616991,0.899224806,0.416706217,0.24540837,LOW
JHARKHAND,Palamu,6548,1994,64,0,9410,104641,0,57189,55852,8606,227092,26.3845707,0.293267516,0.706728081,0.49777404,0.32722687,MODERATE
JHARKHAND,Pashchimi Singhbhum,346,252,1,0,235,8922,0,3615,10496,599,23268,38.78,0.165456186,0.834500838,0.606429155,0.323873949,MODERATE
JHARKHAND,Purbi Singhbhum,814,172,0,0,86,4780,0,3984,16575,986,25425,25.75987842,0.160072367,0.839888303,0.808581767,0.353690003,MODERATE
JHARKHAND,Ramgarh,1902,1066,11,0,2377,33083,0,17337,19900,2979,72697,24.39496644,0.271176649,0.728809596,0.512214917,0.321581794,MODERATE
JHARKHAND,Ranchi,9318,4613,334,0,8306,95347,0,61673,116101,14265,281427,19.72711342,0.24865685,0.751339597,0.631685547,0.336228907,MODERATE
JHARKHAND,Sahebganj,3636,2670,15,0,4750,60999,0,36759,27666,6321,130174,20.59063587,0.318870751,0.681121567,0.494910697,0.328758219,MODERATE
JHARKHAND,Sahibganj,187,178,0,0,150,2506,0,654,1443,365,4753,12.9863388,0.16912074,0.83066891,0.44110223,0.262983596,MODERATE
JHARKHAND,Seraikela-Kharsawan,2398,961,30,0,2085,26654,0,29138,35036,3389,92913,27.4079646,0.336041931,0.663947306,0.690681706,0.383892076,MODERATE
JHARKHAND,Seraikela-kharsawan,545,316,0,0,144,5818,0,2760,11654,861,20376,23.63805104,0.142513618,0.857437307,0.707366148,0.323892438,MODERATE
JHARKHAND,Simdega,1472,594,13,0,1750,24335,0,20497,42214,2079,88796,42.69038462,0.250537743,0.749450995,0.706228814,0.376045749,MODERATE
JHARKHAND,West Singhbhum,4211,2589,48,0,4033,55272,0,58306,72880,6848,190491,27.8129654,0.327252588,0.672742162,0.68866934,0.381132261,MODERATE
KARNATAKA,Bagalkot,6158,900,84,0,14788,37873,0,39884,37250,7142,129795,18.17093658,0.421214829,0.578777466,0.59427101,0.379875759,MODERATE
KARNATAKA,Bagalkot *,218,31,0,0,164,1032,0,439,1286,249,2921,11.684,0.206365503,0.793292266,0.590349076,0.306012487,MODERATE
KARNATAKA,Ballari,2450,267,64,0,4784,19615,0,25151,12209,2781,61759,22.19949676,0.484698834,0.515284974,0.60492228,0.405878108,MODERATE
KARNATAKA,Bangalore,5776,1236,4,0,3869,47973,0,51767,147212,7016,250821,35.74476272,0.221814673,0.77818134,0.793307605,0.379385266,MODERATE
KARNATAKA,Bangalore Rural,2251,267,126,0,5713,42521,0,18760,19275,2644,86269,32.61587902,0.283679147,0.716309262,0.440883273,0.317952213,MODERATE
KARNATAKA,Belagavi,7063,622,120,0,12963,41358,0,52855,26146,7805,133322,17.07942608,0.49367326,0.50631924,0.592553423,0.40084372,MODERATE
KARNATAKA,Belgaum,5861,880,2,0,12122,50900,0,44316,66753,6743,174091,25.81420522,0.324184914,0.675809342,0.637990258,0.367053292,MODERATE
KARNATAKA,Bellary,3623,596,1,0,3524,23856,0,29044,39203,4220,95627,22.65505804,0.340569708,0.659419835,0.713671728,0.38561828,MODERATE
KARNATAKA,Bengaluru,20441,6732,3807,0,38541,265383,0,144086,152989,30980,600999,19.3989542,0.30387188,0.696126456,0.494301165,0.322795752,MODERATE
KARNATAKA,Bengaluru Rural,1439,730,621,0,8,71,0,5,5,2790,89,0.031888212,0.144444444,0.844444444,0.111111111,0.16881639,LOW
KARNATAKA,Bengaluru South,15,183,5,0,326,3388,0,23,123,203,3860,18.92156863,0.09039109,0.909349909,0.037814038,0.155859447,LOW
KARNATAKA,Bengaluru Urban,12111,7167,3796,0,0,0,0,0,0,23074,0,0,0,0,0,0,LOW
KARNATAKA,Bidar,3960,896,64,0,6398,36661,0,38406,41302,4920,122767,24.94757163,0.364948521,0.635043334,0.649257135,0.381286988,MODERATE
KARNATAKA,Bijapur,3296,930,5,0,5441,24941,0,20574,34536,4231,85492,20.20132325,0.304293919,0.695694384,0.644614179,0.356765996,MODERATE
KARNATAKA,Bijapur(KAR),3,0,0,0,0,1,0,3,10,3,14,3.5,0.2,0.733333333,0.866666667,0.349956456,MODERATE
KARNATAKA,Chamarajanagar,232,17,0,0,85,1025,0,445,1400,249,2955,11.82,0.179296346,0.820365359,0.624154263,0.305199323,MODERATE
KARNATAKA,Chamarajanagar *,23,0,0,0,5,51,0,16,46,23,118,4.916666667,0.176470588,0.81512605,0.521008403,0.273969075,MODERATE
KARNATAKA,Chamrajanagar,1988,216,23,0,2226,12985,0,15916,13049,2227,44176,19.82764811,0.410666184,0.58931118,0.655657922,0.391751329,MODERATE
KARNATAKA,Chamrajnagar,356,24,0,0,147,1789,0,603,1649,380,4188,10.99212598,0.179040344,0.820720936,0.537598472,0.285279414,MODERATE
KARNATAKA,Chickmagalur,1129,102,0,0,886,9598,0,6808,15111,1231,32403,26.30113636,0.237439822,0.762529317,0.676428836,0.349130513,MODERATE
KARNATAKA,Chikkaballapur,2842,296,14,0,4231,31990,0,21218,20715,3152,78154,24.78718681,0.325622161,0.674365044,0.53653637,0.344173739,MODERATE
KARNATAKA,Chikkamagaluru,1018,95,38,0,1805,9284,0,9401,5775,1151,26265,22.79947917,0.426635194,0.573326734,0.577781162,0.3825314,MODERATE
KARNATAKA,Chikmagalur,145,9,0,0,42,670,0,201,1184,154,2097,13.52903226,0.115824595,0.883698761,0.660152526,0.295149648,MODERATE
KARNATAKA,Chitradurga,4042,326,45,0,6123,41218,0,29756,31471,4413,108568,24.59628455,0.330471866,0.669518923,0.563945509,0.351510666,MODERATE
KARNATAKA,Dakshina Kannada,5896,530,79,0,7839,48563,0,38932,39119,6505,134453,20.66600061,0.347858747,0.652133815,0.580503369,0.356622517,MODERATE
KARNATAKA,Davanagere,437,46,0,0,182,3004,0,806,5445,483,9437,19.49793388,0.104683196,0.89521085,0.662322526,0.298154081,MODERATE
KARNATAKA,Davangere,4416,352,45,0,5459,28314,0,39870,49562,4813,123205,25.5930619,0.367912277,0.632079607,0.72587374,0.399688859,MODERATE
KARNATAKA,Dharwad,4733,351,19,0,11753,43366,0,41268,46553,5103,142940,28.00548589,0.370929265,0.62906374,0.614386355,0.378515924,MODERATE
KARNATAKA,Gadag,4088,349,20,0,7989,20755,0,22744,17981,4457,69469,15.58299686,0.4423924,0.557593206,0.586224269,0.382087288,MODERATE
KARNATAKA,Gadag *,135,10,0,0,149,698,0,383,957,145,2187,14.97945205,0.243144424,0.756398537,0.612431444,0.325520152,MODERATE
KARNATAKA,Gulbarga,3650,703,3,0,2688,21011,0,21236,43229,4356,88164,20.2350241,0.271354846,0.728633812,0.731185845,0.365632753,MODERATE
KARNATAKA,Hasan,944,49,0,0,466,8102,0,2167,7515,993,18250,18.36016097,0.144266068,0.855679141,0.53049148,0.280301672,MODERATE
KARNATAKA,Hassan,2333,142,19,0,5817,33029,0,27002,20010,2494,85858,34.41202405,0.38224298,0.617745373,0.547548888,0.373700208,MODERATE
KARNATAKA,Haveri,3917,266,59,0,14289,43341,0,34207,34121,4242,125958,29.68607118,0.385014171,0.61497789,0.54246223,0.36873788,MODERATE
KARNATAKA,Haveri *,111,6,0,0,150,814,0,333,1084,117,2381,20.1779661,0.202770781,0.796809404,0.594878254,0.314339144,MODERATE
KARNATAKA,Kalaburagi,4096,602,84,0,8200,32020,0,45175,24962,4782,110357,23.07275768,0.483653201,0.516337737,0.635540695,0.413154662,MODERATE
KARNATAKA,Kodagu,1095,75,41,0,1140,10341,0,8269,9036,1211,28786,23.75082508,0.326848925,0.673116337,0.601139403,0.35772132,MODERATE
KARNATAKA,Kolar,3841,314,31,0,6189,41076,0,31388,32895,4186,111548,26.64150943,0.336865413,0.663125622,0.576275897,0.358235546,MODERATE
KARNATAKA,Koppal,4752,650,49,0,8068,35331,0,31753,28059,5451,103211,18.93085106,0.385817541,0.614172771,0.579506259,0.366427819,MODERATE
KARNATAKA,Mandya,3401,150,43,0,4101,36160,0,31387,34392,3594,106040,29.49652295,0.334663008,0.665327562,0.62031667,0.370075656,MODERATE
KARNATAKA,Mysore,2857,214,2,0,1542,19689,0,17825,36693,3073,75749,24.64183474,0.255669967,0.744316832,0.719709571,0.362639001,MODERATE
KARNATAKA,Mysuru,3650,463,248,0,4695,32490,0,32289,22300,4361,91774,21.03943145,0.402985563,0.597003541,0.594813402,0.377205499,MODERATE
KARNATAKA,Raichur,7619,2056,104,0,7377,40787,0,53880,56997,9779,159041,16.26186094,0.38516241,0.614831302,0.697155468,0.38943161,MODERATE
KARNATAKA,Ramanagar,2559,379,11,0,3637,31197,0,20055,20867,2949,75756,25.68,0.312736777,0.687250023,0.540174505,0.341872775,MODERATE
KARNATAKA,Ramanagara,168,24,12,0,0,0,0,0,0,204,0,0,0,0,0,0,LOW
KARNATAKA,Shimoga,2111,149,0,0,1163,14351,0,7443,19406,2260,42363,18.73639982,0.203144179,0.796832216,0.633769238,0.321609392,MODERATE
KARNATAKA,Shivamogga,2004,182,43,0,4526,20225,0,21668,11986,2229,58405,26.19058296,0.44848132,0.551501558,0.576207924,0.392325005,MODERATE
KARNATAKA,Tumakuru,2792,161,47,0,4312,24113,0,26620,16941,3000,71986,23.98733755,0.429688694,0.570297415,0.605123147,0.390671474,MODERATE
KARNATAKA,Tumkur,2754,188,0,0,2750,23550,0,20241,44520,2942,91061,30.94155624,0.252476335,0.747512684,0.711174804,0.366042788,MODERATE
KARNATAKA,Udupi,3338,210,43,0,3944,23431,0,20128,14497,3591,62000,17.26057906,0.388251802,0.611732069,0.558458735,0.360892078,MODERATE
KARNATAKA,Udupi *,2,0,0,0,0,1,0,2,1,2,4,1.333333333,0.4,0.4,0.6,0.337661891,MODERATE
KARNATAKA,Uttara Kannada,3219,221,30,0,4134,26497,0,23598,19558,3470,73787,21.25813886,0.375833469,0.624152979,0.584864748,0.366830201,MODERATE
KARNATAKA,Vijayanagara,1822,241,56,0,2066,12626,0,5607,14341,2119,34640,16.33962264,0.221500534,0.778470598,0.575849427,0.312174652,MODERATE
KARNATAKA,Vijayapura,4662,842,92,0,8945,23026,0,35601,17491,5596,85063,15.19796319,0.523676291,0.476311953,0.624141823,0.415203337,MODERATE
KARNATAKA,Yadgir,5420,1416,111,0,7220,28213,0,33445,31738,6947,100616,14.48128958,0.404156355,0.595833706,0.647832871,0.38269742,MODERATE
KERALA,Alappuzha,2536,892,131,0,2640,34195,0,34603,53026,3559,124464,34.96179775,0.299224682,0.700767284,0.704045314,0.382948393,MODERATE
KERALA,Ernakulam,4185,1807,332,0,5733,60474,0,61215,87540,6324,214962,33.98608696,0.311439643,0.688555705,0.69200281,0.383112152,MODERATE
KERALA,Idukki,1399,271,28,0,1528,13964,0,19715,28218,1698,63425,37.33078281,0.33492574,0.665058493,0.755731088,0.407718809,MODERATE
KERALA,Kannur,4013,1722,230,0,4639,53071,0,49177,70222,5965,177109,29.68638954,0.30385636,0.696137993,0.674151657,0.372562034,MODERATE
KERALA,Kasaragod,2695,798,62,0,2451,25907,0,36306,35450,3555,100114,28.15354331,0.387124806,0.612865205,0.716735754,0.406175466,MODERATE
KERALA,Kasargod,251,64,0,0,34,1835,0,211,1927,315,4007,12.68037975,0.061127745,0.938622754,0.533433134,0.249539319,LOW
KERALA,Kollam,3814,1042,213,0,4498,48602,0,50033,77278,5069,180411,35.58402367,0.302258165,0.697736292,0.705668137,0.384863609,MODERATE
KERALA,Kottayam,2465,804,52,0,2352,27858,0,30704,47511,3321,108425,32.6384708,0.304871525,0.695119252,0.721367569,0.386192473,MODERATE
KERALA,Kozhikode,4587,1914,203,0,9275,80652,0,61123,91063,6704,242113,36.1093214,0.290763855,0.709232015,0.628571665,0.364880483,MODERATE
KERALA,Malappuram,10205,4116,246,0,10011,142379,0,96696,127313,14567,376399,25.83738331,0.283493624,0.716503719,0.595135494,0.345059057,MODERATE
KERALA,Palakkad,5174,1381,169,0,3894,46102,0,61028,98819,6724,209843,31.20342007,0.309382208,0.690613027,0.761742056,0.395036654,MODERATE
KERALA,Pathanamthitta,1398,480,73,0,1955,19080,0,20056,39314,1951,80405,41.19108607,0.273748228,0.726239335,0.738377733,0.388806326,MODERATE
KERALA,Thiruvananthapuram,4836,1394,433,0,5373,59565,0,55721,93096,6663,213755,32.07608043,0.28581186,0.714183462,0.696200341,0.374200543,MODERATE
KERALA,Thrissur,4914,1672,485,0,4994,53826,0,58766,86746,7071,204332,28.89309955,0.312039661,0.687955445,0.712131667,0.382655012,MODERATE
KERALA,Wayanad,1265,233,18,0,1687,16378,0,12585,24268,1516,54918,36.20171391,0.259873632,0.740108159,0.671042808,0.364744167,MODERATE
LADAKH,Kargil,365,120,7,0,701,1788,0,1711,1231,492,5431,11.01622718,0.444035346,0.55578056,0.541605302,0.368226496,MODERATE
LADAKH,Leh,101,13,11,0,674,2572,0,1098,1723,125,6067,48.15079365,0.292023731,0.70781147,0.464897825,0.341256652,MODERATE
LAKSHADWEEP,Lakshadweep,192,10,1,0,170,1006,0,2226,2594,203,5996,29.39215686,0.3995331,0.60030015,0.803735201,0.430357924,MODERATE
MADHYA PRADESH,Agar Malwa,2087,421,29,0,965,8919,0,5721,11092,2537,26697,10.51891253,0.250430744,0.7495318,0.629747547,0.327186246,MODERATE
MADHYA PRADESH,Alirajpur,3251,3390,369,0,2001,19593,0,33490,28643,7010,83727,11.94223363,0.423884483,0.576103573,0.742081502,0.406996197,MODERATE
MADHYA PRADESH,Anuppur,2864,349,13,0,3847,22348,0,31994,39356,3226,97545,30.22776573,0.36742665,0.632563098,0.731449778,0.40537569,MODERATE
MADHYA PRADESH,Ashok Nagar,3726,1285,167,0,6092,38925,0,44837,29539,5178,119393,23.05329214,0.426562474,0.573429151,0.622945877,0.392692662,MODERATE
MADHYA PRADESH,Ashoknagar,1594,1323,94,0,0,0,0,0,0,3011,0,0,0,0,0,0,LOW
MADHYA PRADESH,Balaghat,6237,540,28,0,13036,66256,0,72713,54049,6805,206054,30.27534528,0.416146175,0.583848972,0.615185266,0.394948516,MODERATE
MADHYA PRADESH,Barwani,12801,8355,667,0,12569,70190,0,78193,65234,21823,226186,10.36409457,0.401269746,0.598725833,0.634108061,0.374690606,MODERATE
MADHYA PRADESH,Betul,6829,1207,130,0,10942,37304,0,69579,86243,8166,204068,24.98689849,0.394577324,0.605417775,0.763575065,0.415628576,MODERATE
MADHYA PRADESH,Bhind,8483,4845,639,0,8411,49605,0,51439,31926,13967,141381,10.12177835,0.423321215,0.576671712,0.58964366,0.371501605,MODERATE
MADHYA PRADESH,Bhopal,11256,1452,154,0,10700,80164,0,89809,96629,12862,277302,21.55811242,0.362451903,0.637544491,0.672325939,0.382212998,MODERATE
MADHYA PRADESH,Burhanpur,6542,2759,388,0,3248,13295,0,33915,40226,9689,90684,9.358513932,0.409803165,0.590185808,0.817566301,0.416659425,MODERATE
MADHYA PRADESH,Chhatarpur,11504,5965,367,0,11821,68037,0,89515,69016,17836,238389,13.36485956,0.425084945,0.57491086,0.665006921,0.391841416,MODERATE
MADHYA PRADESH,Chhindwara,8308,625,48,0,16975,72447,0,63350,76841,8981,229613,25.56368292,0.34982623,0.650169415,0.61055075,0.368710332,MODERATE
MADHYA PRADESH,Damoh,5081,938,47,0,7014,48440,0,74879,59604,6066,189937,31.30657656,0.431156483,0.568838252,0.708036307,0.42103222,MODERATE
MADHYA PRADESH,Datia,3995,1805,43,0,5168,31277,0,27648,19386,5843,83479,14.28456537,0.393100144,0.606887877,0.563416387,0.360522037,MODERATE
MADHYA PRADESH,Dewas,8393,1958,91,0,5450,41799,0,56452,63449,10442,167150,16.00593699,0.370335804,0.629658213,0.717321464,0.389019934,MODERATE
MADHYA PRADESH,Dhar,8734,3553,425,0,12026,75429,0,77936,68455,12712,233846,18.39424211,0.384704529,0.615291195,0.62601188,0.375772854,MODERATE
MADHYA PRADESH,Dindori,2409,249,1,0,8508,38909,0,33514,27962,2659,108893,40.93721805,0.385898213,0.614092604,0.564549011,0.385061783,MODERATE
MADHYA PRADESH,East Nimar,2338,1500,21,0,1078,8529,0,10364,29999,3859,49970,12.94559585,0.228972804,0.771007184,0.807728483,0.362083955,MODERATE
MADHYA PRADESH,Guna,7496,2249,66,0,5429,47524,0,80661,52225,9811,185839,18.93997146,0.463247955,0.536746664,0.715055962,0.420205044,MODERATE
MADHYA PRADESH,Gwalior,12110,5602,830,0,11375,70344,0,69790,57330,18542,208839,11.26241708,0.388646811,0.611348401,0.608695652,0.366090405,MODERATE
MADHYA PRADESH,Harda,1733,383,18,0,1551,8616,0,18957,18812,2134,47936,22.45245902,0.427811503,0.572167637,0.78788827,0.428738326,MODERATE
MADHYA PRADESH,Harda *,503,107,0,0,163,1931,0,2126,8046,610,12266,20.07528642,0.18659819,0.81332029,0.829216597,0.360777276,MODERATE
MADHYA PRADESH,Hoshangabad,5158,812,12,0,2118,10285,0,45218,51838,5982,109459,18.29500251,0.43245021,0.567540654,0.886680066,0.447755466,MODERATE
MADHYA PRADESH,Indore,16685,5009,609,0,23118,163569,0,108940,112684,22303,408311,18.30662661,0.323424244,0.676573307,0.542781011,0.338418749,MODERATE
MADHYA PRADESH,Jabalpur,10653,1713,101,0,9313,82738,0,82138,76526,12467,250715,20.10867822,0.364759329,0.635236682,0.632843536,0.372805935,MODERATE
MADHYA PRADESH,Jhabua,6586,6570,332,0,3897,37565,0,50578,38148,13488,130188,9.651419675,0.418430129,0.58156219,0.681516872,0.389715173,MODERATE
MADHYA PRADESH,Katni,8413,2410,118,0,8994,47948,0,53755,44697,10941,155394,14.20160848,0.403803211,0.596190354,0.633559638,0.379172576,MODERATE
MADHYA PRADESH,Khandwa,3207,1232,82,0,4171,13559,0,36298,22720,4521,76748,16.97213622,0.527290258,0.472696713,0.768974189,0.449924814,MODERATE
MADHYA PRADESH,Khargone,9870,4663,506,0,5395,35585,0,81463,87738,15039,210181,13.97480053,0.413251373,0.58674387,0.805021362,0.419563206,MODERATE
MADHYA PRADESH,Maihar,378,20,20,0,195,3822,0,196,1325,418,5538,13.21718377,0.070590359,0.929229103,0.274598303,0.196112037,LOW
MADHYA PRADESH,Mandla,4645,261,5,0,10371,46610,0,34924,27323,4911,119228,24.2728013,0.379899186,0.620092427,0.52207936,0.357287387,MODERATE
MADHYA PRADESH,Mandsaur,7444,808,24,0,10108,43947,0,46973,45487,8276,146515,17.70146188,0.38958885,0.610404324,0.631057359,0.377704457,MODERATE
MADHYA PRADESH,Mauganj,379,58,1,0,169,3917,0,83,978,438,5147,11.72437358,0.048951049,0.950854701,0.206099456,0.172868596,LOW
MADHYA PRADESH,Morena,14064,7647,670,0,15081,95336,0,94466,51093,22381,255976,11.4366902,0.427956418,0.572039675,0.568640933,0.369628377,MODERATE
MADHYA PRADESH,Narmadapuram,608,100,29,0,489,5420,0,1420,5430,737,12759,17.28861789,0.14960815,0.85031348,0.536833856,0.282281078,MODERATE
MADHYA PRADESH,Narsimhapur,966,223,0,0,298,3988,0,2685,7663,1189,14634,12.29747899,0.203826443,0.796105227,0.707072087,0.331522849,MODERATE
MADHYA PRADESH,Narsinghpur,3860,1222,92,0,3937,22260,0,38006,25111,5174,89314,17.25874396,0.469607569,0.530381235,0.706678609,0.418658863,MODERATE
MADHYA PRADESH,Neemuch,4183,764,17,0,5214,31762,0,34879,22132,4964,93987,18.92990937,0.426575733,0.573413627,0.606577435,0.384995514,MODERATE
MADHYA PRADESH,Niwari,117,16,9,0,154,1585,0,1194,1101,142,4034,28.20979021,0.334076828,0.665675341,0.568773234,0.357259413,MODERATE
MADHYA PRADESH,Pandhurna,66,4,28,0,60,761,0,78,299,98,1198,12.1010101,0.115095913,0.884070058,0.314428691,0.217469165,LOW
MADHYA PRADESH,Panna,6807,2404,128,0,4984,37841,0,53832,44207,9339,140864,15.08179872,0.417534519,0.582458382,0.695978419,0.39802031,MODERATE
MADHYA PRADESH,Raisen,6215,1230,122,0,6174,36639,0,67598,49050,7567,159461,21.07042812,0.462630595,0.537363134,0.731509701,0.425750597,MODERATE
MADHYA PRADESH,Rajgarh,6542,1594,35,0,7503,34777,0,83066,82163,8171,207509,25.39268233,0.436456074,0.563539107,0.796245964,0.436178924,MODERATE
MADHYA PRADESH,Ratlam,6427,1478,77,0,11051,68372,0,83610,51337,7982,214370,26.85331329,0.441575586,0.558419749,0.629502125,0.402563104,MODERATE
MADHYA PRADESH,Rewa,9346,1463,29,0,9422,73712,0,119788,75171,10838,278093,25.65670265,0.464627069,0.535369336,0.70105432,0.424237603,MODERATE
MADHYA PRADESH,Sagar,11572,1882,387,0,9874,78003,0,112844,79881,13841,280602,20.27178153,0.437336736,0.562659701,0.686824446,0.40730292,MODERATE
MADHYA PRADESH,Satna,11198,1946,132,0,11697,75356,0,96656,76057,13276,259766,19.5651126,0.417116108,0.582880042,0.664876601,0.395515227,MODERATE
MADHYA PRADESH,Sehore,5155,1308,55,0,4566,23303,0,54978,63024,6518,145871,22.37628471,0.408193485,0.59179966,0.808942086,0.42721873,MODERATE
MADHYA PRADESH,Seoni,5558,513,10,0,10764,63519,0,45852,39900,6081,160035,26.3128905,0.353770402,0.64622335,0.535829438,0.354251208,MODERATE
MADHYA PRADESH,Shahdol,4410,828,59,0,6791,47986,0,45413,49159,5297,149349,28.18969422,0.349541346,0.650451958,0.633223971,0.376218939,MODERATE
MADHYA PRADESH,Shajapur,5937,1070,18,0,4315,26910,0,62880,63761,7025,157866,22.46883006,0.425643105,0.574350561,0.802200587,0.431230963,MODERATE
MADHYA PRADESH,Sheopur,3765,3326,139,0,5300,33506,0,32840,23428,7230,95074,13.14811229,0.401156981,0.598832501,0.591827505,0.36813102,MODERATE
MADHYA PRADESH,Shivpuri,7127,4867,747,0,7316,61614,0,90683,75889,12741,235502,18.48234186,0.416126334,0.58386942,0.707303092,0.403457699,MODERATE
MADHYA PRADESH,Sidhi,5606,671,15,0,5976,48117,0,77260,43947,6292,175300,27.85634832,0.474817599,0.525176696,0.691422182,0.427463501,MODERATE
MADHYA PRADESH,Singrauli,5669,859,22,0,8741,47963,0,76133,32297,6550,165134,25.20744924,0.51396736,0.486026584,0.656614285,0.429296108,MODERATE
MADHYA PRADESH,Tikamgarh,5674,1539,29,0,8041,43127,0,89448,71168,7242,211784,29.23981776,0.460320608,0.53967467,0.758391765,0.439073666,MODERATE
MADHYA PRADESH,Ujjain,12450,1763,95,0,10268,66440,0,86924,63027,14308,226659,15.84031029,0.428800847,0.571194741,0.661567987,0.394698937,MODERATE
MADHYA PRADESH,Umaria,4360,906,34,0,3692,25933,0,19901,19360,5300,68886,12.99490662,0.342488423,0.65749706,0.569933369,0.34500281,MODERATE
MADHYA PRADESH,Vidisha,7998,2206,170,0,8962,40335,0,67687,57203,10374,174187,16.78910843,0.440036053,0.559958206,0.716983948,0.411302751,MODERATE
MADHYA PRADESH,West Nimar,618,136,6,0,210,1849,0,2548,7270,760,11877,15.60709593,0.232193972,0.767721839,0.82657013,0.369864775,MODERATE
MAHARASHTRA,Ahilyanagar,12,1,0,0,200,2218,0,1,16,13,2435,173.9285714,0.082512315,0.917077176,0.006978654,0.300862584,MODERATE
MAHARASHTRA,Ahmadnagar,9369,2338,129,0,8400,219267,0,164245,199316,11836,591228,49.9474529,0.292010372,0.707987937,0.614924166,0.376035878,MODERATE
MAHARASHTRA,Ahmed Nagar,277,63,0,0,114,5481,0,1602,4237,340,11434,33.53079179,0.150065588,0.849846961,0.510625273,0.2928219,MODERATE
MAHARASHTRA,Ahmednagar,182,158,28,0,0,0,0,0,0,368,0,0,0,0,0,0,LOW
MAHARASHTRA,Akola,3966,693,49,0,2889,59193,0,53986,131099,4708,247167,52.48821406,0.230106648,0.769889306,0.748822663,0.388833626,MODERATE
MAHARASHTRA,Amravati,5783,1025,107,0,5974,90217,0,103569,234714,6915,434474,62.82157316,0.25212728,0.747870418,0.778601761,0.412478993,MODERATE
MAHARASHTRA,Aurangabad,12374,4874,145,0,8266,146863,0,110323,201050,17393,466502,26.81970795,0.25420844,0.745789416,0.667461946,0.352869478,MODERATE
MAHARASHTRA,Beed,7454,2461,270,0,8927,162224,0,114059,141436,10185,426646,41.88552916,0.288261725,0.711735932,0.598844009,0.363318711,MODERATE
MAHARASHTRA,Bhandara,1842,55,6,0,1658,36236,0,31856,70348,1903,140098,73.58088235,0.239216554,0.760776308,0.729512702,0.408396507,MODERATE
MAHARASHTRA,Bid,439,129,0,0,122,11796,0,538,9354,568,21810,38.33040422,0.030259961,0.969694191,0.453532621,0.247962293,LOW
MAHARASHTRA,Buldana,963,112,0,0,240,22701,0,3169,32568,1075,58678,54.53345725,0.058095741,0.941887217,0.609025375,0.306885848,MODERATE
MAHARASHTRA,Buldhana,5849,1093,142,0,4282,109890,0,84533,134968,7084,333673,47.09569513,0.266172971,0.733824032,0.657830697,0.3746313,MODERATE
MAHARASHTRA,Chandrapur,4014,375,86,0,3249,108822,0,65688,147946,4475,325705,72.76697945,0.211654068,0.788342861,0.655910545,0.382874876,MODERATE
MAHARASHTRA,Chatrapati Sambhaji Nagar,114,81,16,0,770,6870,0,413,1791,211,9844,46.43396226,0.120162519,0.879735907,0.223869985,0.233366759,LOW
MAHARASHTRA,Chhatrapati Sambhajinagar,411,365,234,0,1424,13314,0,842,4025,1010,19605,19.39169139,0.115576864,0.884372131,0.248240335,0.210401659,LOW
MAHARASHTRA,Dharashiv,89,28,27,0,239,2949,0,121,522,144,3831,26.42068966,0.09394572,0.905793319,0.167797495,0.192994822,LOW
MAHARASHTRA,Dhule,7244,4842,519,0,3645,58263,0,72244,125610,12605,259762,20.60621926,0.292147073,0.707849078,0.761671216,0.379141065,MODERATE
MAHARASHTRA,Gadchiroli,2084,268,22,0,2371,50327,0,38590,102075,2374,193363,81.416,0.21183364,0.788161188,0.727462196,0.407264928,MODERATE
