date,state_normalized,district_cleaned,age_0_5,age_5_17,age_18_greater
19-10-2025,WEST BENGAL,Hugli,3,0,0
19-10-2025,WEST BENGAL,Jalpaiguri,102,54,3
19-10-2025,WEST BENGAL,Jhargram,10,2,0
19-10-2025,WEST BENGAL,Kalimpong,5,0,0
19-10-2025,WEST BENGAL,Koch Bihar,69,20,0
19-10-2025,WEST BENGAL,Kolkata,89,77,3
19-10-2025,WEST BENGAL,Malda,339,64,0
19-10-2025,WEST BENGAL,Maldah,27,6,0
19-10-2025,WEST BENGAL,Medinipur,1,0,0
19-10-2025,WEST BENGAL,Murshidabad,685,76,0
19-10-2025,WEST BENGAL,Nadia,216,47,1
19-10-2025,WEST BENGAL,North 24 Parganas,450,91,0
19-10-2025,WEST BENGAL,North Dinajpur,2,0,0
19-10-2025,WEST BENGAL,North Twenty Four Parganas,29,4,0
19-10-2025,WEST BENGAL,Paschim Bardhaman,19,8,0
19-10-2025,WEST BENGAL,Paschim Medinipur,294,43,0
19-10-2025,WEST BENGAL,Purba Bardhaman,54,0,0
19-10-2025,WEST BENGAL,Purba Medinipur,323,24,0
19-10-2025,WEST BENGAL,Purulia,8,6,0
19-10-2025,WEST BENGAL,Puruliya,180,42,0
19-10-2025,WEST BENGAL,South 24 Parganas,750,178,0
19-10-2025,WEST BENGAL,South 24 parganas,2,0,0
19-10-2025,WEST BENGAL,South Dinajpur,9,0,0
19-10-2025,WEST BENGAL,South Twenty Four Parganas,108,17,0
19-10-2025,WEST BENGAL,Uttar Dinajpur,446,139,1
19-10-2025,WEST BENGAL,West Midnapore,30,2,0
19-11-2025,100000,100000,0,0,2
19-11-2025,ANDAMAN AND NICOBAR ISLANDS,Andamans,3,0,0
19-11-2025,ANDAMAN AND NICOBAR ISLANDS,Nicobar,4,0,0
19-11-2025,ANDAMAN AND NICOBAR ISLANDS,North And Middle Andaman,4,0,0
19-11-2025,ANDAMAN AND NICOBAR ISLANDS,South Andaman,4,1,0
19-11-2025,ANDHRA PRADESH,Adilabad,23,3,0
19-11-2025,ANDHRA PRADESH,Alluri Sitharama Raju,24,2,1
19-11-2025,ANDHRA PRADESH,Anakapalli,10,1,1
19-11-2025,ANDHRA PRADESH,Anantapur,130,10,0
19-11-2025,ANDHRA PRADESH,Ananthapur,52,1,0
19-11-2025,ANDHRA PRADESH,Ananthapuramu,89,2,0
19-11-2025,ANDHRA PRADESH,Annamayya,27,1,1
19-11-2025,ANDHRA PRADESH,Bapatla,15,2,0
19-11-2025,ANDHRA PRADESH,Chittoor,179,18,1
19-11-2025,ANDHRA PRADESH,Cuddapah,141,13,0
19-11-2025,ANDHRA PRADESH,Dr. B. R. Ambedkar Konaseema,18,0,0
19-11-2025,ANDHRA PRADESH,East Godavari,203,10,3
19-11-2025,ANDHRA PRADESH,Eluru,21,0,0
19-11-2025,ANDHRA PRADESH,Guntur,308,31,0
19-11-2025,ANDHRA PRADESH,Hyderabad,126,33,0
19-11-2025,ANDHRA PRADESH,K.V.Rangareddy,1,0,0
19-11-2025,ANDHRA PRADESH,Kakinada,22,1,0
19-11-2025,ANDHRA PRADESH,Karim Nagar,0,1,0
19-11-2025,ANDHRA PRADESH,Karimnagar,18,1,0
19-11-2025,ANDHRA PRADESH,Khammam,24,3,0
19-11-2025,ANDHRA PRADESH,Krishna,187,10,1
19-11-2025,ANDHRA PRADESH,Kurnool,301,20,0
19-11-2025,ANDHRA PRADESH,Mahabub Nagar,19,15,0
19-11-2025,ANDHRA PRADESH,Mahbubnagar,17,4,0
19-11-2025,ANDHRA PRADESH,Medak,32,9,0
19-11-2025,ANDHRA PRADESH,N. T. R,23,1,1
19-11-2025,ANDHRA PRADESH,Nalgonda,22,3,0
19-11-2025,ANDHRA PRADESH,Nandyal,26,1,0
19-11-2025,ANDHRA PRADESH,Nellore,131,25,0
19-11-2025,ANDHRA PRADESH,Nizamabad,8,2,0
19-11-2025,ANDHRA PRADESH,Palnadu,15,0,1
19-11-2025,ANDHRA PRADESH,Parvathipuram Manyam,10,1,0
19-11-2025,ANDHRA PRADESH,Prakasam,156,18,0
19-11-2025,ANDHRA PRADESH,Rangareddi,32,7,0
19-11-2025,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,15,15,0
19-11-2025,ANDHRA PRADESH,Sri Sathya Sai,23,2,1
19-11-2025,ANDHRA PRADESH,Srikakulam,136,3,0
19-11-2025,ANDHRA PRADESH,Tirupati,20,24,4
19-11-2025,ANDHRA PRADESH,Visakhapatnam,182,13,0
19-11-2025,ANDHRA PRADESH,Vizianagaram,97,3,0
19-11-2025,ANDHRA PRADESH,Warangal,22,5,0
19-11-2025,ANDHRA PRADESH,West Godavari,178,8,0
19-11-2025,ANDHRA PRADESH,Y. S. R,25,3,0
19-11-2025,ARUNACHAL PRADESH,Anjaw,1,0,3
19-11-2025,ARUNACHAL PRADESH,Changlang,6,0,5
19-11-2025,ARUNACHAL PRADESH,East Kameng,1,1,13
19-11-2025,ARUNACHAL PRADESH,East Siang,2,3,2
19-11-2025,ARUNACHAL PRADESH,Kamle,0,0,2
19-11-2025,ARUNACHAL PRADESH,Kra Daadi,1,0,4
19-11-2025,ARUNACHAL PRADESH,Kurung Kumey,0,1,12
19-11-2025,ARUNACHAL PRADESH,Leparada,0,0,1
19-11-2025,ARUNACHAL PRADESH,Lohit,4,0,1
19-11-2025,ARUNACHAL PRADESH,Longding,0,2,0
19-11-2025,ARUNACHAL PRADESH,Lower Dibang Valley,0,1,2
19-11-2025,ARUNACHAL PRADESH,Lower Siang,0,0,3
19-11-2025,ARUNACHAL PRADESH,Lower Subansiri,2,1,0
19-11-2025,ARUNACHAL PRADESH,Namsai,2,0,0
19-11-2025,ARUNACHAL PRADESH,Pakke Kessang,0,0,1
19-11-2025,ARUNACHAL PRADESH,Papum Pare,5,2,5
19-11-2025,ARUNACHAL PRADESH,Shi-yomi,0,2,5
19-11-2025,ARUNACHAL PRADESH,Siang,0,0,4
19-11-2025,ARUNACHAL PRADESH,Tawang,0,3,2
19-11-2025,ARUNACHAL PRADESH,Tirap,1,0,0
19-11-2025,ARUNACHAL PRADESH,Upper Siang,0,0,1
19-11-2025,ARUNACHAL PRADESH,Upper Subansiri,0,0,9
19-11-2025,ARUNACHAL PRADESH,West Kameng,0,1,6
19-11-2025,ARUNACHAL PRADESH,West Siang,0,0,2
19-11-2025,ASSAM,Baksa,35,6,3
19-11-2025,ASSAM,Barpeta,174,27,2
19-11-2025,ASSAM,Biswanath,15,3,12
19-11-2025,ASSAM,Bongaigaon,71,10,4
19-11-2025,ASSAM,Cachar,124,43,22
19-11-2025,ASSAM,Charaideo,19,6,0
19-11-2025,ASSAM,Chirang,24,20,0
19-11-2025,ASSAM,Darrang,108,31,27
19-11-2025,ASSAM,Dhemaji,59,17,0
19-11-2025,ASSAM,Dhubri,163,50,6
19-11-2025,ASSAM,Dibrugarh,28,20,1
19-11-2025,ASSAM,Dima Hasao,1,0,0
19-11-2025,ASSAM,Goalpara,113,27,8
19-11-2025,ASSAM,Golaghat,54,26,13
19-11-2025,ASSAM,Hailakandi,67,22,0
19-11-2025,ASSAM,Hojai,104,18,0
19-11-2025,ASSAM,Jorhat,55,15,10
19-11-2025,ASSAM,Kamrup,119,28,5
19-11-2025,ASSAM,Kamrup Metro,48,38,96
19-11-2025,ASSAM,Karbi Anglong,41,27,8
19-11-2025,ASSAM,Karimganj,202,79,4
19-11-2025,ASSAM,Kokrajhar,39,20,15
19-11-2025,ASSAM,Lakhimpur,77,22,2
19-11-2025,ASSAM,Majuli,3,4,0
19-11-2025,ASSAM,Marigaon,96,20,5
19-11-2025,ASSAM,Nagaon,179,37,9
19-11-2025,ASSAM,Nalbari,39,12,0
19-11-2025,ASSAM,North Cachar Hills,14,7,0
19-11-2025,ASSAM,Sibsagar,30,10,2
19-11-2025,ASSAM,Sonitpur,117,34,141
19-11-2025,ASSAM,South Salmara Mankachar,25,4,14
19-11-2025,ASSAM,Sribhumi,6,4,0
19-11-2025,ASSAM,Tamulpur District,1,2,0
19-11-2025,ASSAM,Tinsukia,58,37,3
19-11-2025,ASSAM,Udalguri,62,12,9
19-11-2025,ASSAM,West Karbi Anglong,0,4,0
19-11-2025,BIHAR,Araria,179,65,0
19-11-2025,BIHAR,Arwal,12,55,0
19-11-2025,BIHAR,Aurangabad,89,197,1
19-11-2025,BIHAR,Aurangabad(bh),1,1,0
19-11-2025,BIHAR,Banka,179,77,2
19-11-2025,BIHAR,Begusarai,266,144,0
19-11-2025,BIHAR,Bhabua,0,1,0
19-11-2025,BIHAR,Bhagalpur,292,147,0
19-11-2025,BIHAR,Bhojpur,104,227,2
19-11-2025,BIHAR,Buxar,68,114,1
19-11-2025,BIHAR,Darbhanga,304,135,0
19-11-2025,BIHAR,East Champaran,251,294,11
19-11-2025,BIHAR,Gaya,147,197,1
19-11-2025,BIHAR,Gopalganj,68,89,0
19-11-2025,BIHAR,Jamui,103,59,0
19-11-2025,BIHAR,Jehanabad,29,85,1
19-11-2025,BIHAR,Kaimur (Bhabua),94,69,4
19-11-2025,BIHAR,Katihar,282,68,1
19-11-2025,BIHAR,Khagaria,125,76,1
19-11-2025,BIHAR,Kishanganj,217,28,0
19-11-2025,BIHAR,Lakhisarai,111,82,0
19-11-2025,BIHAR,Madhepura,157,59,0
19-11-2025,BIHAR,Madhubani,335,189,0
19-11-2025,BIHAR,Monghyr,1,0,0
19-11-2025,BIHAR,Munger,51,50,0
19-11-2025,BIHAR,Muzaffarpur,282,171,1
19-11-2025,BIHAR,Nalanda,103,129,1
19-11-2025,BIHAR,Nawada,58,76,5
19-11-2025,BIHAR,Patna,166,301,2
19-11-2025,BIHAR,Purba Champaran,3,2,0
19-11-2025,BIHAR,Purnea,9,3,0
19-11-2025,BIHAR,Purnia,263,116,3
19-11-2025,BIHAR,Rohtas,124,182,0
19-11-2025,BIHAR,Saharsa,129,82,1
19-11-2025,BIHAR,Samastipur,348,187,1
19-11-2025,BIHAR,Samstipur,2,1,0
19-11-2025,BIHAR,Saran,165,206,1
19-11-2025,BIHAR,Sheikhpura,40,43,0
19-11-2025,BIHAR,Sheohar,73,25,0
19-11-2025,BIHAR,Sitamarhi,310,170,5
19-11-2025,BIHAR,Siwan,165,151,0
19-11-2025,BIHAR,Supaul,145,56,1
19-11-2025,BIHAR,Vaishali,209,191,0
19-11-2025,BIHAR,West Champaran,240,234,5
19-11-2025,CHANDIGARH,Chandigarh,66,3,0
19-11-2025,CHHATTISGARH,Balod,47,2,0
19-11-2025,CHHATTISGARH,Baloda Bazar,100,17,2
19-11-2025,CHHATTISGARH,Balrampur,95,20,0
19-11-2025,CHHATTISGARH,Bastar,87,115,0
19-11-2025,CHHATTISGARH,Bemetara,51,12,0
19-11-2025,CHHATTISGARH,Bijapur,79,15,16
19-11-2025,CHHATTISGARH,Bilaspur,142,25,2
19-11-2025,CHHATTISGARH,Dakshin Bastar Dantewada,160,6,0
19-11-2025,CHHATTISGARH,Dantewada,107,5,0
19-11-2025,CHHATTISGARH,Dhamtari,62,3,0
19-11-2025,CHHATTISGARH,Durg,95,20,0
19-11-2025,CHHATTISGARH,Gariyaband,40,7,0
19-11-2025,CHHATTISGARH,Gaurela-pendra-marwahi,3,0,1
19-11-2025,CHHATTISGARH,Janjgir - Champa,1,0,0
19-11-2025,CHHATTISGARH,Janjgir Champa,1,0,0
19-11-2025,CHHATTISGARH,Janjgir-Champa,104,10,0
19-11-2025,CHHATTISGARH,Jashpur,46,30,0
19-11-2025,CHHATTISGARH,Kabeerdham,25,4,0
19-11-2025,CHHATTISGARH,Kanker,34,8,0
19-11-2025,CHHATTISGARH,Kawardha,36,4,1
19-11-2025,CHHATTISGARH,Khairagarh Chhuikhadan Gandai,9,5,0
19-11-2025,CHHATTISGARH,Kondagaon,50,32,2
19-11-2025,CHHATTISGARH,Korba,76,10,1
19-11-2025,CHHATTISGARH,Koriya,38,8,0
19-11-2025,CHHATTISGARH,Mahasamund,97,11,7
19-11-2025,CHHATTISGARH,Manendragarh–Chirmiri–Bharatpur,4,9,0
19-11-2025,CHHATTISGARH,Mohalla-Manpur-Ambagarh Chowki,2,0,0
19-11-2025,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,4,2,0
19-11-2025,CHHATTISGARH,Mungeli,93,13,0
19-11-2025,CHHATTISGARH,Narayanpur,17,15,0
19-11-2025,CHHATTISGARH,Raigarh,73,19,4
19-11-2025,CHHATTISGARH,Raipur,220,14,0
19-11-2025,CHHATTISGARH,Rajnandgaon,105,13,9
19-11-2025,CHHATTISGARH,Sakti,13,3,0
19-11-2025,CHHATTISGARH,Sarangarh-Bilaigarh,5,2,0
19-11-2025,CHHATTISGARH,Sukma,20,13,0
19-11-2025,CHHATTISGARH,Surajpur,68,38,0
19-11-2025,CHHATTISGARH,Surguja,99,26,10
19-11-2025,CHHATTISGARH,Uttar Bastar Kanker,25,8,0
19-11-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra And Nagar Haveli,2,0,0
19-11-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,3,0,0
19-11-2025,DELHI,Central Delhi,59,18,18
19-11-2025,DELHI,East Delhi,139,25,9
19-11-2025,DELHI,Najafgarh,1,0,0
19-11-2025,DELHI,New Delhi,4,1,0
19-11-2025,DELHI,North Delhi,127,24,7
19-11-2025,DELHI,North East,36,13,0
19-11-2025,DELHI,North East Delhi,121,35,5
19-11-2025,DELHI,North West Delhi,441,85,7
19-11-2025,DELHI,Shahdara,5,4,1
19-11-2025,DELHI,South Delhi,263,49,19
19-11-2025,DELHI,South East Delhi,2,0,1
19-11-2025,DELHI,South West Delhi,193,34,1
19-11-2025,DELHI,West Delhi,177,24,18
19-11-2025,Dadra & Nagar Haveli,Dadra & Nagar Haveli,2,0,0
19-11-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,12,2,0
19-11-2025,Daman and Diu,Diu,6,0,0
19-11-2025,GOA,North Goa,14,1,17
19-11-2025,GOA,South Goa,19,1,10
19-11-2025,GUJARAT,Ahmadabad,24,8,0
19-11-2025,GUJARAT,Ahmedabad,375,134,57
19-11-2025,GUJARAT,Amreli,88,13,6
19-11-2025,GUJARAT,Anand,154,18,4
19-11-2025,GUJARAT,Arvalli,41,8,4
19-11-2025,GUJARAT,Banas Kantha,9,2,0
19-11-2025,GUJARAT,Banaskantha,251,100,21
19-11-2025,GUJARAT,Bharuch,101,10,3
19-11-2025,GUJARAT,Bhavnagar,171,14,3
19-11-2025,GUJARAT,Botad,39,5,6
19-11-2025,GUJARAT,Chhotaudepur,28,9,0
19-11-2025,GUJARAT,Dahod,156,63,11
19-11-2025,GUJARAT,Devbhumi Dwarka,34,1,1
19-11-2025,GUJARAT,Dohad,39,23,0
19-11-2025,GUJARAT,Gandhinagar,115,10,15
19-11-2025,GUJARAT,Gir Somnath,48,9,0
19-11-2025,GUJARAT,Jamnagar,104,10,0
19-11-2025,GUJARAT,Junagadh,113,16,1
19-11-2025,GUJARAT,Kachchh,225,56,5
19-11-2025,GUJARAT,Kheda,199,28,3
19-11-2025,GUJARAT,Mahesana,140,16,0
19-11-2025,GUJARAT,Mahisagar,33,2,1
19-11-2025,GUJARAT,Morbi,71,10,0
19-11-2025,GUJARAT,Narmada,34,3,2
19-11-2025,GUJARAT,Navsari,108,3,0
19-11-2025,GUJARAT,Panch Mahals,2,0,0
19-11-2025,GUJARAT,Panchmahals,103,34,0
19-11-2025,GUJARAT,Patan,147,22,2
19-11-2025,GUJARAT,Porbandar,31,3,0
19-11-2025,GUJARAT,Rajkot,278,33,3
19-11-2025,GUJARAT,Sabar Kantha,6,1,0
19-11-2025,GUJARAT,Sabarkantha,74,20,2
19-11-2025,GUJARAT,Surat,404,87,7
19-11-2025,GUJARAT,Surendra Nagar,140,34,0
19-11-2025,GUJARAT,Surendranagar,4,1,0
19-11-2025,GUJARAT,Tapi,36,6,0
19-11-2025,GUJARAT,The Dangs,22,1,0
19-11-2025,GUJARAT,Vadodara,352,37,1
19-11-2025,GUJARAT,Valsad,143,34,0
19-11-2025,HARYANA,Ambala,145,3,0
19-11-2025,HARYANA,Bhiwani,164,2,2
19-11-2025,HARYANA,Charkhi Dadri,52,1,0
19-11-2025,HARYANA,Faridabad,239,38,0
19-11-2025,HARYANA,Fatehabad,86,1,0
19-11-2025,HARYANA,Gurgaon,153,31,5
19-11-2025,HARYANA,Hisar,151,9,0
19-11-2025,HARYANA,Jhajjar,73,3,1
19-11-2025,HARYANA,Jind,148,3,0
19-11-2025,HARYANA,Kaithal,71,2,0
19-11-2025,HARYANA,Karnal,129,4,2
19-11-2025,HARYANA,Kurukshetra,76,2,0
19-11-2025,HARYANA,Mahendragarh,96,2,9
19-11-2025,HARYANA,Mewat,208,7,0
19-11-2025,HARYANA,Palwal,290,15,0
19-11-2025,HARYANA,Panchkula,67,4,1
19-11-2025,HARYANA,Panipat,141,10,0
19-11-2025,HARYANA,Rewari,86,6,0
19-11-2025,HARYANA,Rohtak,125,10,0
19-11-2025,HARYANA,Sirsa,128,7,2
19-11-2025,HARYANA,Sonipat,168,3,1
19-11-2025,HARYANA,Yamuna Nagar,149,6,0
19-11-2025,HARYANA,Yamunanagar,4,0,0
19-11-2025,HIMACHAL PRADESH,Bilaspur,47,0,0
19-11-2025,HIMACHAL PRADESH,Chamba,60,2,0
19-11-2025,HIMACHAL PRADESH,Hamirpur,62,2,0
19-11-2025,HIMACHAL PRADESH,Kangra,132,2,1
19-11-2025,HIMACHAL PRADESH,Kinnaur,0,1,0
19-11-2025,HIMACHAL PRADESH,Kullu,51,2,4
19-11-2025,HIMACHAL PRADESH,Lahul And Spiti,7,0,0
19-11-2025,HIMACHAL PRADESH,Mandi,107,0,3
19-11-2025,HIMACHAL PRADESH,Shimla,52,3,2
19-11-2025,HIMACHAL PRADESH,Sirmaur,95,2,1
19-11-2025,HIMACHAL PRADESH,Solan,44,1,0
19-11-2025,HIMACHAL PRADESH,Una,49,0,0
19-11-2025,JAMMU AND KASHMIR,Anantnag,139,22,2
19-11-2025,JAMMU AND KASHMIR,Badgam,46,5,0
19-11-2025,JAMMU AND KASHMIR,Bandipore,32,6,10
19-11-2025,JAMMU AND KASHMIR,Baramula,73,20,3
19-11-2025,JAMMU AND KASHMIR,Budgam,29,3,0
19-11-2025,JAMMU AND KASHMIR,Doda,77,24,1
19-11-2025,JAMMU AND KASHMIR,Ganderbal,27,1,6
19-11-2025,JAMMU AND KASHMIR,Jammu,128,25,0
19-11-2025,JAMMU AND KASHMIR,Kargil,6,3,0
19-11-2025,JAMMU AND KASHMIR,Kathua,93,17,3
19-11-2025,JAMMU AND KASHMIR,Kishtwar,46,7,3
19-11-2025,JAMMU AND KASHMIR,Kulgam,29,5,1
19-11-2025,JAMMU AND KASHMIR,Kupwara,102,10,1
19-11-2025,JAMMU AND KASHMIR,Leh,5,2,0
19-11-2025,JAMMU AND KASHMIR,Pulwama,37,1,1
19-11-2025,JAMMU AND KASHMIR,Punch,53,21,0
19-11-2025,JAMMU AND KASHMIR,Rajouri,96,29,7
19-11-2025,JAMMU AND KASHMIR,Ramban,27,17,0
19-11-2025,JAMMU AND KASHMIR,Reasi,45,28,0
19-11-2025,JAMMU AND KASHMIR,Samba,18,2,4
19-11-2025,JAMMU AND KASHMIR,Shupiyan,9,4,0
19-11-2025,JAMMU AND KASHMIR,Srinagar,61,6,12
19-11-2025,JAMMU AND KASHMIR,Udhampur,87,28,2
19-11-2025,JHARKHAND,Bokaro,108,74,2
19-11-2025,JHARKHAND,Chatra,81,91,1
19-11-2025,JHARKHAND,Deoghar,145,74,0
19-11-2025,JHARKHAND,Dhanbad,178,86,5
19-11-2025,JHARKHAND,Dumka,74,78,2
19-11-2025,JHARKHAND,East Singhbhum,194,43,24
19-11-2025,JHARKHAND,Garhwa,180,50,0
19-11-2025,JHARKHAND,Garhwa *,8,1,0
19-11-2025,JHARKHAND,Giridih,232,124,0
19-11-2025,JHARKHAND,Godda,113,65,0
19-11-2025,JHARKHAND,Gumla,116,60,7
19-11-2025,JHARKHAND,Hazaribag,8,10,0
19-11-2025,JHARKHAND,Hazaribagh,149,57,2
19-11-2025,JHARKHAND,Jamtara,87,38,0
19-11-2025,JHARKHAND,Khunti,27,16,1
19-11-2025,JHARKHAND,Kodarma,14,3,0
19-11-2025,JHARKHAND,Koderma,69,22,0
19-11-2025,JHARKHAND,Latehar,64,25,4
19-11-2025,JHARKHAND,Lohardaga,57,16,1
19-11-2025,JHARKHAND,Pakaur,4,6,0
19-11-2025,JHARKHAND,Pakur,83,14,0
19-11-2025,JHARKHAND,Palamau,24,1,0
19-11-2025,JHARKHAND,Palamu,424,97,6
19-11-2025,JHARKHAND,Pashchimi Singhbhum,12,6,0
19-11-2025,JHARKHAND,Purbi Singhbhum,30,4,0
19-11-2025,JHARKHAND,Ramgarh,49,32,0
19-11-2025,JHARKHAND,Ranchi,200,79,6
19-11-2025,JHARKHAND,Sahebganj,162,86,2
19-11-2025,JHARKHAND,Sahibganj,1,4,0
19-11-2025,JHARKHAND,Seraikela-Kharsawan,67,32,0
19-11-2025,JHARKHAND,Seraikela-kharsawan,29,11,0
19-11-2025,JHARKHAND,Simdega,33,7,0
19-11-2025,JHARKHAND,West Singhbhum,133,53,0
19-11-2025,KARNATAKA,Bagalkot,148,19,1
19-11-2025,KARNATAKA,Bagalkot *,7,0,0
19-11-2025,KARNATAKA,Ballari,84,4,7
19-11-2025,KARNATAKA,Bangalore,173,29,0
19-11-2025,KARNATAKA,Bangalore Rural,51,3,16
19-11-2025,KARNATAKA,Belagavi,165,5,3
19-11-2025,KARNATAKA,Belgaum,150,17,0
19-11-2025,KARNATAKA,Bellary,103,13,0
19-11-2025,KARNATAKA,Bengaluru,312,73,104
19-11-2025,KARNATAKA,Bengaluru South,1,0,0
19-11-2025,KARNATAKA,Bidar,146,25,1
19-11-2025,KARNATAKA,Bijapur,55,17,0
19-11-2025,KARNATAKA,Chamarajanagar,14,0,0
19-11-2025,KARNATAKA,Chamarajanagar *,1,0,0
19-11-2025,KARNATAKA,Chamrajanagar,85,2,0
19-11-2025,KARNATAKA,Chamrajnagar,13,0,0
19-11-2025,KARNATAKA,Chickmagalur,54,1,0
19-11-2025,KARNATAKA,Chikkaballapur,70,9,0
19-11-2025,KARNATAKA,Chikkamagaluru,64,1,0
19-11-2025,KARNATAKA,Chikmagalur,4,0,0
19-11-2025,KARNATAKA,Chitradurga,99,4,2
19-11-2025,KARNATAKA,Dakshina Kannada,182,12,4
19-11-2025,KARNATAKA,Davanagere,23,1,0
19-11-2025,KARNATAKA,Davangere,114,11,1
19-11-2025,KARNATAKA,Dharwad,165,8,0
19-11-2025,KARNATAKA,Gadag,87,10,0
19-11-2025,KARNATAKA,Gadag *,2,0,0
19-11-2025,KARNATAKA,Gulbarga,115,20,0
19-11-2025,KARNATAKA,Hasan,25,0,0
19-11-2025,KARNATAKA,Hassan,57,5,3
19-11-2025,KARNATAKA,Haveri,132,5,0
19-11-2025,KARNATAKA,Haveri *,1,0,0
19-11-2025,KARNATAKA,Kalaburagi,103,24,4
19-11-2025,KARNATAKA,Kodagu,82,3,0
19-11-2025,KARNATAKA,Kolar,153,10,0
19-11-2025,KARNATAKA,Koppal,249,12,0
19-11-2025,KARNATAKA,Mandya,95,5,0
19-11-2025,KARNATAKA,Mysore,76,5,0
19-11-2025,KARNATAKA,Mysuru,70,6,21
19-11-2025,KARNATAKA,Raichur,257,49,2
19-11-2025,KARNATAKA,Ramanagar,64,3,0
19-11-2025,KARNATAKA,Shimoga,53,6,0
19-11-2025,KARNATAKA,Shivamogga,46,4,0
19-11-2025,KARNATAKA,Tumakuru,80,4,0
19-11-2025,KARNATAKA,Tumkur,59,7,0
19-11-2025,KARNATAKA,Udupi,94,7,0
19-11-2025,KARNATAKA,Uttara Kannada,135,4,11
19-11-2025,KARNATAKA,Vijayanagara,68,11,1
19-11-2025,KARNATAKA,Vijayapura,87,15,1
19-11-2025,KARNATAKA,Yadgir,185,27,1
19-11-2025,KERALA,Alappuzha,80,19,2
19-11-2025,KERALA,Ernakulam,116,58,14
19-11-2025,KERALA,Idukki,40,11,0
19-11-2025,KERALA,Kannur,148,46,12
19-11-2025,KERALA,Kasaragod,107,30,8
19-11-2025,KERALA,Kasargod,4,5,0
19-11-2025,KERALA,Kollam,104,27,35
19-11-2025,KERALA,Kottayam,60,24,23
19-11-2025,KERALA,Kozhikode,144,56,106
19-11-2025,KERALA,Malappuram,322,120,6
19-11-2025,KERALA,Palakkad,145,39,33
19-11-2025,KERALA,Pathanamthitta,46,18,2
19-11-2025,KERALA,Thiruvananthapuram,125,26,237
19-11-2025,KERALA,Thrissur,180,29,332
19-11-2025,KERALA,Wayanad,54,8,0
19-11-2025,LADAKH,Kargil,16,2,0
19-11-2025,LADAKH,Leh,0,0,1
19-11-2025,LAKSHADWEEP,Lakshadweep,5,1,0
19-11-2025,MADHYA PRADESH,Agar Malwa,98,6,0
19-11-2025,MADHYA PRADESH,Alirajpur,51,24,16
19-11-2025,MADHYA PRADESH,Anuppur,91,7,5
19-11-2025,MADHYA PRADESH,Ashok Nagar,116,24,3
19-11-2025,MADHYA PRADESH,Balaghat,158,11,4
19-11-2025,MADHYA PRADESH,Barwani,133,49,0
19-11-2025,MADHYA PRADESH,Betul,177,18,6
19-11-2025,MADHYA PRADESH,Bhind,191,61,0
19-11-2025,MADHYA PRADESH,Bhopal,222,23,14
19-11-2025,MADHYA PRADESH,Burhanpur,50,12,1
19-11-2025,MADHYA PRADESH,Chhatarpur,323,100,1
19-11-2025,MADHYA PRADESH,Chhindwara,274,17,5
19-11-2025,MADHYA PRADESH,Damoh,144,22,2
19-11-2025,MADHYA PRADESH,Datia,116,26,2
19-11-2025,MADHYA PRADESH,Dewas,241,41,1
19-11-2025,MADHYA PRADESH,Dhar,213,39,6
19-11-2025,MADHYA PRADESH,Dindori,58,4,1
19-11-2025,MADHYA PRADESH,East Nimar,60,21,0
19-11-2025,MADHYA PRADESH,Guna,189,27,0
19-11-2025,MADHYA PRADESH,Gwalior,283,79,0
19-11-2025,MADHYA PRADESH,Harda,52,14,3
19-11-2025,MADHYA PRADESH,Harda *,14,1,0
19-11-2025,MADHYA PRADESH,Hoshangabad,152,12,0
19-11-2025,MADHYA PRADESH,Indore,378,62,39
19-11-2025,MADHYA PRADESH,Jabalpur,281,40,5
19-11-2025,MADHYA PRADESH,Jhabua,108,65,4
19-11-2025,MADHYA PRADESH,Katni,188,38,2
19-11-2025,MADHYA PRADESH,Khandwa,73,14,9
19-11-2025,MADHYA PRADESH,Khargone,178,44,0
19-11-2025,MADHYA PRADESH,Maihar,10,0,0
19-11-2025,MADHYA PRADESH,Mandla,153,8,0
19-11-2025,MADHYA PRADESH,Mandsaur,294,27,1
19-11-2025,MADHYA PRADESH,Mauganj,6,2,0
19-11-2025,MADHYA PRADESH,Morena,265,88,2
19-11-2025,MADHYA PRADESH,Narmadapuram,17,2,6
19-11-2025,MADHYA PRADESH,Narsimhapur,35,8,0
19-11-2025,MADHYA PRADESH,Narsinghpur,144,26,8
19-11-2025,MADHYA PRADESH,Neemuch,180,15,2
19-11-2025,MADHYA PRADESH,Niwari,8,2,0
19-11-2025,MADHYA PRADESH,Pandhurna,0,0,1
19-11-2025,MADHYA PRADESH,Panna,122,51,0
19-11-2025,MADHYA PRADESH,Raisen,151,16,9
19-11-2025,MADHYA PRADESH,Rajgarh,203,46,2
19-11-2025,MADHYA PRADESH,Ratlam,268,46,2
19-11-2025,MADHYA PRADESH,Rewa,256,29,5
19-11-2025,MADHYA PRADESH,Sagar,329,40,9
19-11-2025,MADHYA PRADESH,Satna,283,34,0
19-11-2025,MADHYA PRADESH,Sehore,112,16,1
